id,regionID,region,institut,medium,n,f,datum,methode,p1Party,p1Value,p1Css,p2Party,p2Value,p2Css,p3Party,p3Value,p3Css,p4Party,p4Value,p4Css,p5Party,p5Value,p5Css,p6Party,p6Value,p6Css
712,48,Italien (EU),Emg/TgLa7 (IT),TgLa7 (IT),0,0.0,2014-05-09,,PD,33,pdit,M5S,25,m5sit,FORZA,20,forzait,LEGA,5,lnit,NCD,5,ncdit,FdI,4,fdiit
713,48,Italien (EU),IPR Marketing (IT),Tg3 (IT),0,0.0,2014-05-09,,PD,33,pdit,M5S,25,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,6,lnit,FdI,4,fdiit
714,48,Italien (EU),Ipsos (IT),Corriere della Sera (IT),998,3.1,2014-05-09,CATI,PD,34,pdit,M5S,23,m5sit,FORZA,20,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
754,57,Slowenien (EU),Episcenter (SLO),metapolls.net,1161,2.8,2014-05-09,,SDS,26,sdssl,NSi/NLS,20,nsinlssl,SD,10,sdsl,VERJAM,9,verjamsl,PS,7,pssl,LDS,7,ldssl
673,44,�sterreich_EU,meinungsraum.at,NEWS,800,3.4,2014-05-08,Online,�VP,24,ovp,SP�,23,spo,FP�,21,fpo,NEOS,14,neo,GR�NE,12,gru,BZ�,2,bzo
710,59,Griechenland (EU),Pulse  (GR),metapolls.net,1202,2.8,2014-05-08,Tel.,SYRIZA,26,syrizagr,ND,23,ndgr,CHRYSI,10,cagr,POTAMI,8,potamigr,ELIA,8,eliagr,KKE,8,kkegr
715,48,Italien (EU),Piepoli (IT),metapolls.net,0,0.0,2014-05-08,,PD,34,pdit,M5S,25,m5sit,FORZA,20,forzait,NCD,5,ncdit,LEGA,5,lnit,FdI,4,fdiit
716,48,Italien (EU),Tecne,metapolls.net,0,0.0,2014-05-08,,PD,29,pdit,M5S,28,m5sit,FORZA,22,forzait,LEGA,5,lnit,NCD,5,ncdit,FdI,4,fdiit
717,48,Italien (EU),SWG ( IT),metapolls.net,2000,2.2,2014-05-08,CATI-CAWI,PD,35,pdit,M5S,24,m5sit,FORZA,19,forzait,LEGA,6,lnit,NCD,5,ncdit,ALTRA,4,altrait
718,48,Italien (EU),Demopolis (IT),metapolls.net,1402,2.6,2014-05-08,,PD,34,pdit,M5S,26,m5sit,FORZA,18,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
767,47,Europa (EU),Cicero Group,eutwentyfourteen.com,0,0.0,2014-05-08,,EVP,27,evpfreu,S&D,26,sunddfreu,ALDE,11,aldeeu,GUE/NGL,7,guengleu,Gr�ne/EFA,7,efaeu,ECR,5,ecreu
675,47,Europa (EU),PollWatch2014,pollwatch2014,0,0.0,2014-05-07,,EVP,29,evpfreu,S&D,27,sunddfreu,ALDE,8,aldeeu,GUE/NGL,7,guengleu,Gr�ne/EFA,5,efaeu,ECR,5,ecreu
719,48,Italien (EU),Euromedia (IT),Porta a Porta (IT),0,0.0,2014-05-07,,PD,31,pdit,M5S,26,m5sit,FORZA,20,forzait,LEGA,5,lnit,NCD,5,ncdit,FdI,4,fdiit
769,47,Europa (EU),Der (europ�ische) F�deralist,Der (europ�ische) F�rderalist,0,0.0,2014-05-07,,EVP,29,evpfreu,S&D,29,sunddfreu,ALDE,10,aldeeu,GUE/NGL,6,guengleu,Gr�ne/EFA,6,efaeu,ECR,5,ecreu
677,64,D�nemark (EU),Epinion (DK),DR,1261,2.7,2014-05-06,,DF,26,dfdk,V,24,vdk,S,21,sdk,N,9,ndk,R,7,rdk,SF,6,sfdk
720,48,Italien (EU),Ipsos (IT),Ballaro,800,3.4,2014-05-06,,PD,34,pdit,M5S,24,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
663,73,� EU,Galopp,neuwal.com,800,3.4,2014-05-05,CAWI,�VP,20,ovp,SP�,20,spo,FP�,17,fpo,leer,15,leerat,GR�NE,12,gru,NEOS,12,neo
721,48,Italien (EU),Emg/TgLa7 (IT),TgLa7 (IT),0,0.0,2014-05-05,,PD,34,pdit,M5S,25,m5sit,FORZA,20,forzait,LEGA,5,lnit,NCD,5,ncdit,FdI,4,fdiit
722,48,Italien (EU),SWG ( IT),metapolls.net,2000,2.2,2014-05-05,CATI-CAWI,PD,35,pdit,M5S,24,m5sit,FORZA,18,forzait,LEGA,6,lnit,NCD,5,ncdit,ALTRA,4,altrait
723,48,Italien (EU),Ix� for Agor� (IT),RAI3 (IT),1000,3.1,2014-05-05,,PD,33,pdit,M5S,27,m5sit,FORZA,18,forzait,LEGA,5,lnit,NCD,5,ncdit,FdI,4,fdiit
681,59,Griechenland (EU),Metron Analysis (GR),Ethnos tis Kyriakis (GR),0,0.0,2014-05-04,,ND,29,ndgr,SYRIZA,28,syrizagr,POTAMI,11,potamigr,KKE,7,kkegr,CHRYSI,6,cagr,ELIA,6,eliagr
682,59,Griechenland (EU),Metron Analysis (GR),Ethnos tis Kyriakis (GR),0,0.0,2014-05-04,,ND,29,ndgr,SYRIZA,28,syrizagr,POTAMI,11,potamigr,KKE,7,kkegr,CHRYSI,6,cagr,ELIA,6,eliagr
664,4,Ober�sterreich,IMAS,Kronen Zeitung,600,4.0,2014-05-03,,�VP,40,ovp,SP�,21,spo,FP�,18,fpo,GR�NE,10,gru,NEOS,10,neo,So,1,and
724,48,Italien (EU),Ipsos (IT),Corriere della Sera (IT),1962,2.2,2014-05-03,CATI,PD,34,pdit,M5S,23,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
674,47,Europa (EU),election.de,election.de,0,0.0,2014-05-02,,EVP,29,evpfreu,S&D,28,sunddfreu,ALDE,10,aldeeu,EFD,8,meldeu,GUE/NGL,7,guengleu,ECR,6,ecreu
678,64,D�nemark (EU),Epinion (DK),DR,1161,2.8,2014-05-02,,DF,25,dfdk,V,24,vdk,S,22,sdk,N,8,ndk,R,7,rdk,SF,6,sfdk
679,42,Frankreich (EU),IFAP,metapolls.net,989,3.1,2014-05-02,CAWI,FN,24,fnfr,UMP,23,umpfr,PS,19,psfr,MoDem,10,modemfr,EE,9,eefr,FG,8,fdgfr
659,44,�sterreich_EU,Gallup,TZ �STERREICH,400,4.9,2014-05-01,Telefon,�VP,24,ovp,SP�,24,spo,FP�,19,fpo,NEOS,14,neo,GR�NE,13,gru,ANDERS,3,andersat
660,1,�sterreich,Gallup,TZ �STERREICH,400,4.9,2014-05-01,,SP�,24,spo,FP�,24,fpo,�VP,20,ovp,NEOS,14,neo,GR�NE,13,gru,BZ�,1,bzo
658,47,Europa (EU),PollWatch2014,pollwatch2014,0,0.0,2014-04-30,,EVP,28,evpfreu,S&D,28,sunddfreu,ALDE,8,aldeeu,GUE/NGL,7,guengleu,ECR,6,ecreu,Gr�ne/EFA,6,efaeu
672,46,Deutschland (EU),Infratest dimap,ARD,1600,2.4,2014-04-30,,UNION,39,unionde,SPD,27,spdde,GR�NE,9,grunede,LINKE,8,linkede,AFD,6,afdde,FDP,4,fdpde
725,48,Italien (EU),Tecne,TGCom 24,0,0.0,2014-04-30,,PD,29,pdit,M5S,27,m5sit,FORZA,21,forzait,LEGA,5,lnit,NCD,5,ncdit,ALTRA,4,altrait
669,64,D�nemark (EU),Epinion (DK),DR,1161,2.8,2014-04-29,,DF,25,dfdk,V,24,vdk,S,22,sdk,N,8,ndk,R,7,rdk,SF,6,sfdk
727,48,Italien (EU),Demopolis (IT),metapolls.net,0,0.0,2014-04-29,,PD,33,pdit,M5S,25,m5sit,FORZA,17,forzait,NCD,6,ncdit,LEGA,5,lnit,ALTRA,4,altrait
729,48,Italien (EU),Ipsos (IT),Ballaro,800,3.4,2014-04-29,CATI,PD,34,pdit,M5S,24,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
752,56,Rum�nien (EU),CSCI (Romania),metapolls.net,1100,2.9,2014-04-29,,PSD,42,psdro,PNL,15,pnlro,PD-L,10,pdlro,PMP,9,pmpro,UDMR,6,udmrro,PPDD,3,ppddro
667,55,Bulgarien (EU),Sova Harris (BG),metapolls.net,1000,3.1,2014-04-28,,BSP,33,bspbu,GERB,29,gerbbu,MRF,11,mrfbu,BWC,9,bwcbg,Reform,7,reformbu,Ataka,4,atakabu
668,54,Tschechische Republik (EU),CVVM (CZ),metapolls.net,1027,3.0,2014-04-28,,ANO,28,anocz,CSSD,23,cssdcz,TOP09,11,top09cz,KSCM,10,kscmcz,KDU,9,kducz,ODS,8,odscz
670,42,Frankreich (EU),IFAP,metapolls.net,997,3.1,2014-04-28,CAWI,UMP,23,umpfr,FN,23,fnfr,PS,20,psfr,MoDem,11,modemfr,EE,8,eefr,FG,8,fdgfr
726,48,Italien (EU),Datamedia (IT),metapolls.net,800,3.4,2014-04-28,CATI,PD,32,pdit,M5S,26,m5sit,FORZA,20,forzait,NCD,6,ncdit,LEGA,5,lnit,ALTRA,4,altrait
730,48,Italien (EU),IPR Marketing (IT),Piazzapulita (IT),0,0.0,2014-04-28,,PD,33,pdit,M5S,25,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
731,48,Italien (EU),Emg/TgLa7 (IT),TgLa7 (IT),1425,2.6,2014-04-28,Tel.,PD,33,pdit,M5S,24,m5sit,FORZA,20,forzait,NCD,5,ncdit,LEGA,5,lnit,FdI,4,fdiit
732,48,Italien (EU),SWG ( IT),metapolls.net,1000,3.1,2014-04-28,CAWI,PD,35,pdit,M5S,22,m5sit,FORZA,18,forzait,LEGA,6,lnit,NCD,5,ncdit,ALTRA,4,altrait
656,44,�sterreich_EU,Gallup,TZ �STERREICH,800,3.4,2014-04-27,,SP�,24,spo,�VP,23,ovp,FP�,20,fpo,GR�NE,13,gru,NEOS,13,neo,ANDERS,2,andersat
657,43,UK (EU),YouGov,Sunday Times  (UK),1835,2.3,2014-04-27,Online,UKIP,31,ukip,Labour,28,labour,Cons,19,cons,LibDem,9,libdem,Greens,8,greensuk,So,5,souk
671,42,Frankreich (EU),Opinion Way (FR),metapolls.net,1830,2.3,2014-04-27,,UMP,22,umpfr,FN,20,fnfr,PS,18,psfr,MoDem,11,modemfr,EE,7,eefr,FG,7,fdgfr
666,55,Bulgarien (EU),Alpha Research (BG),metapolls.net,1024,3.0,2014-04-26,,GERB,27,gerbbu,BSP,24,bspbu,DPS,9,dpsbu,BWC,7,bwcbg,ABV,7,abvbu,Reform,7,reformbu
632,46,Deutschland (EU),INSA,wahlrecht.de,500,4.3,2014-04-25,,UNION,36,unionde,SPD,28,spdde,GR�NE,11,grunede,LINKE,9,linkede,AFD,7,afdde,FDP,4,fdpde
639,57,Slowenien (EU),Ninamedia (SLO),metapolls.net,700,3.7,2014-04-25,Telefon,SDS,29,sdssl,NSi/NLS,21,nsinlssl,VERJAM,10,verjamsl,DeSUS,7,desussl,PS,7,pssl,LDS,7,ldssl
630,42,Frankreich (EU),IFAP,metapolls.net,1000,3.1,2014-04-24,CAWI Online,UMP,24,umpfr,FN,23,fnfr,PS,19,psfr,MoDem,10,modemfr,EE,9,eefr,FG,8,fdgfr
647,47,Europa (EU),election.de,election.de,0,0.0,2014-04-24,,S&D,29,sunddfreu,EVP,28,evpfreu,ALDE,10,aldeeu,GUE/NGL,8,guengleu,ECR,7,ecreu,EFD,7,meldeu
648,47,Europa (EU),EP/TNS Opinion,elections2014.eu,0,0.0,2014-04-24,,EVP,29,evpfreu,S&D,28,sunddfreu,ALDE,8,aldeeu,GUE/NGL,6,guengleu,Gr�ne/EFA,6,efaeu,ECR,5,ecreu
733,48,Italien (EU),IPR Marketing (IT),Tg3 (IT),0,0.0,2014-04-24,,PD,33,pdit,M5S,24,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
734,48,Italien (EU),Tecne,TGCom 24,0,0.0,2014-04-24,,PD,29,pdit,M5S,27,m5sit,FORZA,21,forzait,FORZA,6,forzait,NCD,5,ncdit,FdI,4,fdiit
735,48,Italien (EU),Ix� for Agor� (IT),RAI3 (IT),1000,3.1,2014-04-24,CATI-CAMI,PD,32,pdit,M5S,27,m5sit,FORZA,18,forzait,NCD,5,ncdit,LEGA,5,lnit,ALTRA,4,altrait
750,50,Portugal (EU),Eurosondagem  (PT),Expresso (PT),1533,2.5,2014-04-24,Tel.,PS,38,pspt,PSD,33,psdpt,PCP-PEV,11,pcppevpt,BE,6,bept,SO (PT),14,sopt,,,
634,45,Polen (EU),PPW (PL),metapolls.net,500,4.3,2014-04-23,,PiS ,31,pispo,PO,29,popo,SLD,11,sldpo,Europa+,8,epluspo,KNP,6,knppo,PSL,5,pslpo
642,43,UK (EU),YouGov,The Sun (UK),2190,2.1,2014-04-23,Online,Labour,30,labour,UKIP,27,ukip,Cons,22,cons,LibDem,10,libdem,Greens,6,greensuk,So,5,souk
649,47,Europa (EU),PollWatch2014,pollwatch2014,0,0.0,2014-04-23,,EVP,29,evpfreu,S&D,28,sunddfreu,ALDE,8,aldeeu,GUE/NGL,7,guengleu,ECR,6,ecreu,Gr�ne/EFA,6,efaeu
736,48,Italien (EU),Demopolis (IT),metapolls.net,0,0.0,2014-04-23,,PD,34,pdit,M5S,24,m5sit,FORZA,18,forzait,NCD,6,ncdit,LEGA,5,lnit,ALTRA,4,altrait
737,48,Italien (EU),Euromedia (IT),Porta a Porta (IT),0,0.0,2014-04-23,,PD,32,pdit,M5S,25,m5sit,FORZA,20,forzait,LEGA,5,lnit,NCD,5,ncdit,FdI,4,fdiit
738,48,Italien (EU),Piepoli (IT),metapolls.net,0,0.0,2014-04-23,,PD,34,pdit,M5S,24,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,5,lnit,ALTRA,4,altrait
650,47,Europa (EU),Cicero Group,eutwentyfourteen.com,0,0.0,2014-04-22,,EVP,27,evpfreu,S&D,27,sunddfreu,ALDE,11,aldeeu,GUE/NGL,7,guengleu,Gr�ne/EFA,6,efaeu,ECR,5,ecreu
627,1,�sterreich,Market,Der Standard,405,4.8,2014-04-21,,FP�,27,fpo,SP�,22,spo,�VP,19,ovp,NEOS,13,neo,GR�NE,12,gru,TS,2,ts
651,47,Europa (EU),electionista,electionista,0,0.0,2014-04-21,,EVP,28,evpfreu,S&D,27,sunddfreu,ALDE,8,aldeeu,GUE/NGL,8,guengleu,ECR,6,ecreu,Gr�ne/EFA,6,efaeu
652,47,Europa (EU),Der (europ�ische) F�deralist,Der (europ�ische) F�rderalist,0,0.0,2014-04-21,,EVP,29,evpfreu,S&D,29,sunddfreu,ALDE,10,aldeeu,GUE/NGL,6,guengleu,Gr�ne/EFA,6,efaeu,ECR,5,ecreu
653,47,Europa (EU),scenaripolitici.com  (IT),Scenari Politici,0,0.0,2014-04-21,,S&D,29,sunddfreu,EVP,29,evpfreu,ALDE,9,aldeeu,GUE/NGL,7,guengleu,ECR,6,ecreu,Gr�ne/EFA,5,efaeu
631,42,Frankreich (EU),IFAP,metapolls.net,980,3.1,2014-04-20,CAWI Online,FN,23,fnfr,UMP,23,umpfr,PS,19,psfr,MoDem,10,modemfr,FG,9,fdgfr,EE,8,eefr
655,54,Tschechische Republik (EU),herzmann.cz,N/A,503,4.3,2014-04-20,Telefon und Interview,ANO,22,anocz,CSSD,14,cssdcz,KSCM,11,kscmcz,TOP09,10,top09cz,USVIT,9,usvitcz,ODS,8,odscz
739,48,Italien (EU),Emg/TgLa7 (IT),TgLa7 (IT),0,0.0,2014-04-20,,PD,34,pdit,M5S,23,m5sit,FORZA,20,forzait,NCD,5,ncdit,LEGA,4,lnit,ALTRA,4,altrait
643,43,UK (EU),ICM (UK),metapolls.net,2000,2.2,2014-04-19,,Labour,30,labour,UKIP,27,ukip,Cons,22,cons,LibDem,8,libdem,So,13,souk,,,
665,55,Bulgarien (EU),Institute of Modern Politics (BG),metapolls.net,994,3.1,2014-04-19,,GERB,32,gerbbu,BSP,31,bspbu,BWC,11,bwcbg,DPS,8,dpsbu,Ataka,6,atakabu,ABV,5,abvbu
740,48,Italien (EU),Ipsos (IT),Corriere della Sera (IT),1000,3.1,2014-04-19,CATI,PD,35,pdit,M5S,21,m5sit,FORZA,20,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
629,65,Estland (EU),TNS Emor (EST),Estonian Public Broadcasting (EST),886,3.3,2014-04-18,,SDE,28,sdeest,ER,25,reest,KE,22,ekest,IRL,19,irlest,EKRE,3,ekreest,So (EST),3,soest
635,45,Polen (EU),Homo Homini (PL),Wirtualnej Polski (PL),1067,3.0,2014-04-18,,PiS ,33,pispo,PO,31,popo,SLD,14,sldpo,Europa+,7,epluspo,PSL,6,pslpo,KNP,5,knppo
741,48,Italien (EU),Ix� for Agor� (IT),RAI3 (IT),1000,3.1,2014-04-18,CATI-CAMI,PD,33,pdit,M5S,26,m5sit,FORZA,18,forzait,NCD,6,ncdit,LEGA,5,lnit,ALTRA,4,altrait
742,48,Italien (EU),SWG ( IT),metapolls.net,2000,2.2,2014-04-18,CATI-CAWI,PD,36,pdit,M5S,23,m5sit,FORZA,18,forzait,FORZA,5,forzait,NCD,5,ncdit,ALTRA,4,altrait
628,54,Tschechische Republik (EU),SANEP (CZ),metapolls.net,6332,1.2,2014-04-17,,ANO,21,anocz,CSSD,19,cssdcz,KSCM,16,kscmcz,TOP09,8,top09cz,ODS,6,odscz,KDU,6,kducz
633,51,Niederlande (EU),TNS NIPO (NL),metapolls.net,984,3.1,2014-04-17,,PVV,18,pvvnl,VVD,16,vvdnl,D66,16,d66nl,CDA,11,cdanl,PvdA,11,pvdanl,SP,10,spnl
636,45,Polen (EU),TNS Polska (PL),metapolls.net,0,0.0,2014-04-17,,PiS ,31,pispo,PO,27,popo,PSL,8,pslpo,Europa+,4,epluspo,SLD,4,sldpo,KNP,3,knppo
637,45,Polen (EU),TNS Polska (PL),metapolls.net,0,0.0,2014-04-17,,PiS ,31,pispo,PO,27,popo,PSL,8,pslpo,Europa+,4,epluspo,SLD,4,sldpo,KNP,3,knppo
638,50,Portugal (EU),Aximage Comunicacao (PT),Correio da Manha (PT),613,3.9,2014-04-17,Telefon,PS,43,pspt,PSD,35,psdpt,PCP-PEV,11,pcppevpt,BE,5,bept,SO (PT),7,sopt,,,
641,69,Schweden (EU),SKOP (SE),metapolls.net,1109,2.9,2014-04-17,Telefon,SAP,29,sapsw,M,23,msw,MP,15,mpsw,V,8,vsw,FP,7,fpsw,C,6,csw
623,1,�sterreich,IMAS,Kronen Zeitung,1000,3.1,2014-04-16,,SP�,26,spo,FP�,23,fpo,�VP,22,ovp,GR�NE,13,gru,NEOS,12,neo,So,4,and
624,42,Frankreich (EU),IFAP,EL PA�S ,990,3.1,2014-04-16,CAWI,FN,24,fnfr,UMP,23,umpfr,PS,20,psfr,MoDem,10,modemfr,FG,8,fdgfr,EE,8,eefr
626,47,Europa (EU),electio2014.eu,electio2014.eu,0,0.0,2014-04-16,,EVP,30,evpfreu,S&D,28,sunddfreu,ALDE,8,aldeeu,GUE/NGL,7,guengleu,ECR,6,ecreu,Gr�ne/EFA,5,efaeu
743,48,Italien (EU),Datamedia (IT),metapolls.net,1000,3.1,2014-04-16,CATI,PD,32,pdit,M5S,25,m5sit,FORZA,19,forzait,NCD,6,ncdit,LEGA,5,lnit,ALTRA,4,altrait
640,49,Spanien (EU),Invymark (ES),La Sexta (ES),0,0.0,2014-04-15,,PP,33,ppes,PSOE,30,pses,IU,13,iues,UPyD,9,upydes,SO (ES),15,soes,,,
744,48,Italien (EU),Ipsos (IT),Ballaro,800,3.4,2014-04-15,CATI,PD,34,pdit,M5S,23,m5sit,FORZA,20,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
597,59,Griechenland (EU),University of Macedonia (GR),metapolls.net,1208,2.8,2014-04-14,,ND,24,ndgr,SYRIZA,24,syrizagr,POTAMI,17,potamigr,KKE,8,kkegr,CHRYSI,7,cagr,ELIA,5,eliagr
625,47,Europa (EU),Scenari Politici,Scenari Politici,0,0.0,2014-04-14,,S&D,29,sunddfreu,EVP,29,evpfreu,ALDE,9,aldeeu,GUE/NGL,8,guengleu,ECR,6,ecreu,Gr�ne/EFA,5,efaeu
644,43,UK (EU),YouGov,metapolls.net,1209,2.8,2014-04-14,Online,Labour,33,labour,Cons,25,cons,UKIP,24,ukip,LibDem,11,libdem,Greens,5,greensuk,So,3,souk
645,43,UK (EU),ICM (UK),metapolls.net,1000,3.1,2014-04-14,,Labour,36,labour,Cons,25,cons,UKIP,20,ukip,LibDem,6,libdem,Greens,6,greensuk,So,7,souk
745,48,Italien (EU),IPR Marketing (IT),Piazzapulita (IT),0,0.0,2014-04-14,,PD,32,pdit,M5S,24,m5sit,FORZA,20,forzait,NCD,7,ncdit,LEGA,5,lnit,ALTRA,4,altrait
746,48,Italien (EU),Emg/TgLa7 (IT),TgLa7 (IT),0,0.0,2014-04-14,,PD,34,pdit,M5S,23,m5sit,FORZA,20,forzait,NCD,5,ncdit,LEGA,5,lnit,FdI,4,fdiit
591,44,�sterreich_EU,Unique Research,profil,500,4.3,2014-04-12,,�VP,26,ovp,SP�,24,spo,FP�,18,fpo,NEOS,14,neo,GR�NE,13,gru,So,5,and
592,1,�sterreich,Gallup,TZ �STERREICH,400,4.9,2014-04-12,,SP�,24,spo,FP�,23,fpo,�VP,20,ovp,GR�NE,14,gru,NEOS,14,neo,BZ�,1,bzo
614,57,Slowenien (EU),Dela Stik (SL),metapolls.net,406,4.8,2014-04-12,Tel,SDS,25,sdssl,SNS,15,snssl,NSi/NLS,14,nsinlssl,VERJAM,10,verjamsl,LDS,7,ldssl,PS,6,pssl
622,63,Zypern (EU),IMR (CY),RIK (CY),1200,2.8,2014-04-12,,DISY,41,disycy,AKEL,26,akelcy,DIKO,13,dikocy,EDEK,9,edekcy,CA,6,cacy,ELAM,1,elamcy
621,46,Deutschland (EU),FG Wahlen ,ZDF,1226,2.8,2014-04-11,,UNION,39,unionde,SPD,27,spdde,GR�NE,11,grunede,LINKE,8,linkede,AFD,6,afdde,FDP,3,fdpde
747,48,Italien (EU),Ix� for Agor� (IT),RAI3 (IT),1000,3.1,2014-04-11,CATI-CAMI,PD,32,pdit,M5S,25,m5sit,FORZA,19,forzait,NCD,5,ncdit,LEGA,5,lnit,ALTRA,4,altrait
583,44,�sterreich_EU,Gallup,TZ �STERREICH,400,4.9,2014-04-10,,�VP,24,ovp,SP�,24,spo,FP�,19,fpo,GR�NE,13,gru,NEOS,13,neo,ANDERS,2,andersat
593,55,Bulgarien (EU),Gallup (BG),metapolls.net,1013,3.0,2014-04-10,,GERB,30,gerbbu,BSP,28,bspbu,MRF,9,mrfbu,BWC,8,bwcbg,ABV,5,abvbu,Ataka,3,atakabu
598,48,Italien (EU),SWG ( IT),metapolls.net,1000,3.1,2014-04-10,CAWI,PD,34,pdit,M5S,23,m5sit,FORZA,20,forzait,LEGA,5,lnit,ALTRA,4,altrait,NCD,4,ncdit
599,48,Italien (EU),Piepoli (IT),metapolls.net,0,0.0,2014-04-10,,PD,33,pdit,M5S,25,m5sit,FORZA,19,forzait,UdC,6,udcit,ALTRA,5,altrait,LEGA,4,lnit
590,47,Europa (EU),Cicero Group,eu2014,0,0.0,2014-04-09,,EVP,28,evpfreu,S&D,26,sunddfreu,ALDE,11,aldeeu,GUE/NGL,8,guengleu,Gr�ne/EFA,6,efaeu,ECR,5,ecreu
596,42,Frankreich (EU),TNS Sofres (FR),Le Nouvel Observateur,1501,2.5,2014-04-09,,UMP,25,umpfr,FN,24,fnfr,PS,19,psfr,EE,9,eefr,MoDem,9,modemfr,FG,7,fdgfr
600,48,Italien (EU),Ipsos (IT),Ballaro,800,3.4,2014-04-09,Tel (CATI),PD,34,pdit,M5S,22,m5sit,FORZA,21,forzait,LEGA,6,lnit,UdC,5,udcit,Scelta ,3,sceltait
616,43,UK (EU),Populus (UK),Financial Times (UK),2034,2.2,2014-04-09,,Labour,31,labour,Cons,27,cons,UKIP,25,ukip,LibDem,10,libdem,Greens,3,greensuk,So,4,souk
617,43,UK (EU),TNS-BMRB (UK),metapolls.net,1193,2.8,2014-04-09,,Labour,30,labour,UKIP,29,ukip,Cons,21,cons,LibDem,9,libdem,So,11,souk,,,
646,43,UK (EU),Populus (UK),metapolls.net,2034,2.2,2014-04-09,,Labour,31,labour,Cons,27,cons,UKIP,25,ukip,LibDem,10,libdem,Greens,3,greensuk,So,4,souk
595,64,D�nemark (EU),A&B Analyse (DK),metapolls.net,1141,2.9,2014-04-08,,DF,27,dfdk,S,23,sdk,V,21,vdk,N,9,ndk,R,9,rdk,SF,6,sfdk
613,45,Polen (EU),TNS Polska (PL),metapolls.net,1000,3.1,2014-04-08,Tel (CATI),PO,27,popo,PiS ,26,pispo,PSL,8,pslpo,SLD,8,sldpo,Europa+,6,epluspo,SP,4,sppl
588,47,Europa (EU),Scenari Politici,Scenari Politici,0,0.0,2014-04-07,,S&D,29,sunddfreu,EVP,29,evpfreu,ALDE,8,aldeeu,GUE/NGL,8,guengleu,ECR,6,ecreu,Gr�ne/EFA,5,efaeu
589,47,Europa (EU),Der (europ�ische) F�deralist,Der (europ�ische) F�rderalist,0,0.0,2014-04-07,,EVP,29,evpfreu,S&D,28,sunddfreu,ALDE,10,aldeeu,GUE/NGL,7,guengleu,Gr�ne/EFA,6,efaeu,ECR,5,ecreu
601,48,Italien (EU),IPR Marketing (IT),Tg3 (IT),0,0.0,2014-04-07,,PD,31,pdit,M5S,23,m5sit,FORZA,20,forzait,UdC,6,udcit,LEGA,5,lnit,FdI,4,fdiit
579,1,�sterreich,OGM,Kurier,776,3.5,2014-04-06,,SP�,26,spo,FP�,24,fpo,�VP,21,ovp,NEOS,13,neo,GR�NE,12,gru,TS,2,ts
602,48,Italien (EU),Emg/TgLa7 (IT),TgLa7 (IT),1540,2.5,2014-04-06,,PD,34,pdit,M5S,23,m5sit,FORZA,21,forzait,UdC,5,udcit,LEGA,4,lnit,FdI,3,fdiit
618,43,UK (EU),Survation,The Mail on Sunday,1001,3.1,2014-04-06,Online,Labour,34,labour,UKIP,27,ukip,Cons,21,cons,LibDem,9,libdem,So,9,souk,,,
619,43,UK (EU),YouGov,The Sun (UK),1998,2.2,2014-04-06,Online,Labour,30,labour,UKIP,28,ukip,Cons,23,cons,LibDem,9,libdem,Greens,5,greensuk,So,5,souk
603,48,Italien (EU),Ipsos (IT),Corriere della Sera (IT),0,0.0,2014-04-05,,PD,33,pdit,M5S,21,m5sit,FORZA,21,forzait,NCD,6,ncdit,LEGA,5,lnit,FdI,4,fdiit
620,43,UK (EU),ComRes,metapolls.net,2067,2.1,2014-04-05,,Labour,30,labour,UKIP,30,ukip,Cons,22,cons,LibDem,8,libdem,So,10,souk,,,
576,44,�sterreich_EU,Unique Research,Heute,800,3.4,2014-04-04,Tel.,�VP,26,ovp,SP�,23,spo,FP�,19,fpo,NEOS,14,neo,GR�NE,12,gru,BZ�,2,bzo
587,47,Europa (EU),EP/TNS Opinion,eu2014,0,0.0,2014-04-04,,EVP,29,evpfreu,S&D,28,sunddfreu,ALDE,8,aldeeu,GUE/NGL,7,guengleu,Gr�ne/EFA,6,efaeu,ECR,5,ecreu
604,13,Italien,SWG ( IT),metapolls.net,1000,3.1,2014-04-04,CAWI,PD,35,pdit,M5S,20,m5sit,FORZA,20,forzait,LEGA,5,lnit,NCD,4,ncdit,ALTRA,4,altrait
605,48,Italien (EU),Tecne,TGCom 24,0,0.0,2014-04-04,,PD,30,pdit,M5S,23,m5sit,FORZA,22,forzait,ALTRA,5,altrait,LEGA,5,lnit,NCD,4,ncdit
